Entry	Seq_count
tr|A0A0N1DJN3|A0A0N	40
tr|A0A158DSB0|A0A15	25
tr|A0A160USW6|A0A16	11
tr|A0A177R6I5|A0A17	4
tr|A0A1D3JSI2|A0A1D	5
tr|A0A1G6VW46|A0A1G	1
tr|A0A1H1E4R9|A0A1H	1
tr|A0A1H4W7W1|A0A1H	3
tr|A0A1L3ZS20|A0A1L	1
tr|A0A1Y5PXU5|A0A1Y	1
tr|A0A285UXJ5|A0A28	1
tr|A0A2S8WER5|A0A2S	8
tr|A0A2W2HNZ4|A0A2W	1
tr|A0A351X1Y8|A0A35	2
tr|A0A352EVQ4|A0A35	3
tr|A0A3A0BXQ0|A0A3A	3
tr|A0A3A0DPB3|A0A3A	6
tr|A0A3B1AHY0|A0A3B	2
tr|A0A3C0QE40|A0A3C	2
tr|A0A419I4R7|A0A41	1
tr|A0A495XMC9|A0A49	7
tr|A0A4Y8QB59|A0A4Y	1
tr|A0A508SRR1|A0A50	67
tr|A0A522BV68|A0A52	10
tr|A0A523PN36|A0A52	3
tr|A0A534KLY0|A0A53	3
tr|A0A5B7V426|A0A5B	10
tr|A0A5C8ANW2|A0A5C	1
tr|A0A6F8YA79|A0A6F	1
tr|A0A6J7CXI1|A0A6J	3
tr|A0A7Y4UL36|A0A7Y	4
tr|A0A843T0P2|A0A84	4
tr|A0A8I1SBU1|A0A8I	4
tr|A0A948REE6|A0A94	29
tr|A0A957T7K7|A0A95	1
tr|A0A0C5WKR1|A0A0C	3
tr|A0A0P1E910|A0A0P	8
tr|A0A1X0WH35|A0A1X	4
tr|A0A2B8BNE5|A0A2B	2
tr|A0A2N7W3R6|A0A2N	3
tr|A0A2W6X1C1|A0A2W	2
tr|A0A3C1FIV8|A0A3C	8
tr|A0A4R3NXK2|A0A4R	1
tr|A0A521W8G4|A0A52	1
tr|A0A522GVL2|A0A52	2
tr|A0A6C2CNV4|A0A6C	5
tr|A0A6L4B7B3|A0A6L	20
tr|A0A7W3WAI4|A0A7W	1
tr|A0A843RI80|A0A84	3
tr|A0A8I1Z5S1|A0A8I	5
tr|A0A951HLU5|A0A95	8
tr|A0A963Z3J7|A0A96	1
tr|V4P235|V4P235_9C	9
tr|A0A090DGS2|A0A09	44
tr|A0A0Q7BGU3|A0A0Q	7
tr|A0A193GFN2|A0A19	17
tr|A0A1G3HGE9|A0A1G	1
tr|A0A1I0NFM1|A0A1I	13
tr|A0A1L1PIZ5|A0A1L	1
tr|A0A2A7SCP2|A0A2A	7
tr|A0A2H1HVZ7|A0A2H	26
tr|A0A2M8Q9U3|A0A2M	5
tr|A0A2P7NXS0|A0A2P	18
tr|A0A2S5D924|A0A2S	9
tr|A0A2T7URY7|A0A2T	2
tr|A0A2V8GXS5|A0A2V	3
tr|A0A2V9ZG60|A0A2V	19
tr|A0A2W6AGL3|A0A2W	1
tr|A0A358FY15|A0A35	3
tr|A0A366FXD3|A0A36	1
tr|A0A369KTZ1|A0A36	48
tr|A0A3D0FWC4|A0A3D	1
tr|A0A3D4W9M1|A0A3D	1
tr|A0A3M1M499|A0A3M	4
tr|A0A3N0AYI4|A0A3N	4
tr|A0A3N5Q5B0|A0A3N	2
tr|A0A3P1XUN5|A0A3P	1
tr|A0A4R8US36|A0A4R	23
tr|A0A532DMY6|A0A53	3
tr|A0A537LQW1|A0A53	1
tr|A0A5C1AIA5|A0A5C	1
tr|A0A5E4Z430|A0A5E	4
tr|A0A6N4WTW4|A0A6N	1
tr|A0A7C3WET0|A0A7C	1
tr|A0A7C6DB42|A0A7C	28
tr|A0A7C7R2B3|A0A7C	6
tr|A0A7V4XEX5|A0A7V	1
tr|A0A7W5MR52|A0A7W	10
tr|A0A8H9HHU0|A0A8H	1
tr|A0A918NQ72|A0A91	8
tr|A0A923FHS5|A0A92	15
tr|A0A935AZC7|A0A93	51
tr|A0A950UKF2|A0A95	4
tr|A0A951GXK2|A0A95	5
tr|A0A954AZQ6|A0A95	2
tr|A0A958XX05|A0A95	5
tr|A0A965JK36|A0A96	1
tr|A0A967NN40|A0A96	1
tr|F8B0H5|F8B0H5_9A	1
tr|H3KG76|H3KG76_9B	3
tr|H5UU36|H5UU36_9M	1
tr|A0A084ESX8|A0A08	9
tr|A0A0H3WXZ9|A0A0H	12
tr|A0A0L0ENZ4|A0A0L	9
tr|A0A0S3PZS1|A0A0S	110
tr|A0A160DZ29|A0A16	2
tr|A0A1D8A2M8|A0A1D	3
tr|A0A1E5XNJ6|A0A1E	1
tr|A0A1H4MRG8|A0A1H	4
tr|A0A2G2R000|A0A2G	3
tr|A0A369T8T8|A0A36	3
tr|A0A5E7ARJ9|A0A5E	443
tr|A0A6N0WVV6|A0A6N	7
tr|A0A966GHR9|A0A96	5
tr|Q8KW81|Q8KW81_9R	1
tr|S5XVD4|S5XVD4_PA	3
tr|A0A523C335|A0A52	10
tr|A0A0F2RCY1|A0A0F	1
tr|A0A1M7PFV8|A0A1M	9
tr|A0A2I0FS13|A0A2I	20
tr|A0A2N6FID1|A0A2N	1
tr|A0A2P7QEJ3|A0A2P	23
tr|A0A2V2RUL9|A0A2V	3
tr|A0A365H1Z1|A0A36	3
tr|A0A3B8IL33|A0A3B	1
tr|A0A3M1FD54|A0A3M	2
tr|A0A4Q4CR77|A0A4Q	2
tr|A0A4R1RFK2|A0A4R	2
tr|A0A4R5IRH0|A0A4R	1
tr|A0A4R6TLY6|A0A4R	1
tr|A0A4R9F0S2|A0A4R	1
tr|A0A4Y8JXU3|A0A4Y	24
tr|A0A4Z0M9X4|A0A4Z	6
tr|A0A518JWA3|A0A51	1
tr|A0A521BBV2|A0A52	1
tr|A0A521H8B1|A0A52	2
tr|A0A521WNL9|A0A52	1
tr|A0A523S4U0|A0A52	5
tr|A0A537XNX2|A0A53	10
tr|A0A561BRK6|A0A56	2
tr|A0A5C4QYU5|A0A5C	4
tr|A0A5E7ECY1|A0A5E	8
tr|A0A661WDC3|A0A66	1
tr|A0A6F8YAQ9|A0A6F	2
tr|A0A6J4VFB9|A0A6J	14
tr|A0A6L6R4Y9|A0A6L	21
tr|A0A6P2B5V1|A0A6P	1
tr|A0A7C3MXP9|A0A7C	1
tr|A0A7K0LVU4|A0A7K	7
tr|A0A7V3BWD9|A0A7V	2
tr|A0A7W5FRH8|A0A7W	19
tr|A0A7X6RIF5|A0A7X	1
tr|A0A7Y4RJC1|A0A7Y	24
tr|A0A8J7HCW6|A0A8J	10
tr|A0A8J7QB64|A0A8J	1
tr|A0A940ERG9|A0A94	3
tr|A0A950QL17|A0A95	1
tr|A0A953H246|A0A95	1
tr|A0A960K4N6|A0A96	1
tr|A0A0C1V4Q9|A0A0C	5
tr|A0A0Q6P3F1|A0A0Q	6
tr|A0A1C2G308|A0A1C	2
tr|A0A1I3H1E0|A0A1I	40
tr|A0A1N7JLA7|A0A1N	1
tr|A0A291MXZ9|A0A29	8
tr|A0A2D1R4W1|A0A2D	13
tr|A0A2E2ZXF6|A0A2E	1
tr|A0A2E7B3H2|A0A2E	17
tr|A0A2M9PFJ2|A0A2M	21
tr|A0A2U2DUU1|A0A2U	68
tr|A0A2U9T1Y4|A0A2U	14
tr|A0A4P6HGW5|A0A4P	5
tr|A0A4P6MGU9|A0A4P	1
tr|A0A4Q5PZA0|A0A4Q	10
tr|A0A4V3M3G7|A0A4V	19
tr|A0A5R9NZ39|A0A5R	1
tr|A0A6N1X9Y4|A0A6N	1
tr|A0A840X1N8|A0A84	2
tr|A0A844AJK4|A0A84	4
tr|A0A962YWZ5|A0A96	1
tr|A0A976KQY3|A0A97	1
tr|J0QYB4|J0QYB4_9H	1
tr|T0H602|T0H602_9S	3
tr|A0A270BF93|A0A27	1
tr|A0A2U1VB89|A0A2U	21
tr|A0A0F5K282|A0A0F	1
tr|A0A109ULJ6|A0A10	1
tr|A0A1H3R5L2|A0A1H	43
tr|A0A1H6EVC6|A0A1H	1
tr|A0A1H9ID71|A0A1H	1
tr|A0A1M3MJT8|A0A1M	404
tr|A0A1N7SM55|A0A1N	10
tr|A0A1W9QGF8|A0A1W	1
tr|A0A212K9Z6|A0A21	4
tr|A0A248X585|A0A24	18
tr|A0A2D5H8T4|A0A2D	1
tr|A0A2S3ZBN7|A0A2S	1
tr|A0A2V6ZLH9|A0A2V	11
tr|A0A2W4K765|A0A2W	1
tr|A0A329XLR9|A0A32	3
tr|A0A363TK52|A0A36	2
tr|A0A378PF02|A0A37	8
tr|A0A3B0UTW6|A0A3B	1
tr|A0A3D2JBY6|A0A3D	2
tr|A0A3G8M979|A0A3G	10
tr|A0A3M1TPD0|A0A3M	1
tr|A0A3N1Q6I1|A0A3N	11
tr|A0A3P1BG95|A0A3P	2
tr|A0A4Q2X1L2|A0A4Q	1
tr|A0A4Q3XYL2|A0A4Q	11
tr|A0A535ZRY8|A0A53	2
tr|A0A5C4WDG3|A0A5C	4
tr|A0A5C8PCS9|A0A5C	1
tr|A0A6L3VEN3|A0A6L	5
tr|A0A7C5UUH0|A0A7C	1
tr|A0A7V3SCZ0|A0A7V	1
tr|A0A7X3IAN8|A0A7X	1
tr|A0A7X6IAR7|A0A7X	2
tr|A0A7Y6IEC9|A0A7Y	14
tr|A0A7Y9F2U8|A0A7Y	9
tr|A0A8B2UBD0|A0A8B	15
tr|A0A919DZC6|A0A91	3
tr|A0A934BP76|A0A93	1
tr|A0A940EM54|A0A94	1
tr|A0A957WCT7|A0A95	1
tr|K0K4G1|K0K4G1_SA	1
tr|A0A0H5DIU7|A0A0H	3
tr|A0A0N1BQE1|A0A0N	1
tr|A0A0N8KD96|A0A0N	3
tr|A0A177SC73|A0A17	7
tr|A0A1H3G9M0|A0A1H	12
tr|A0A1H6NAD5|A0A1H	2
tr|A0A1Q4ULL4|A0A1Q	8
tr|A0A2A4Z316|A0A2A	1
tr|A0A2A5BVZ2|A0A2A	2
tr|A0A2E6RUM7|A0A2E	23
tr|A0A2G1QIF4|A0A2G	12
tr|A0A2N7VPJ2|A0A2N	1
tr|A0A2R7T0T8|A0A2R	60
tr|A0A2V1P923|A0A2V	1
tr|A0A2W5HY20|A0A2W	2
tr|A0A2W5L064|A0A2W	1
tr|A0A3B9YSW3|A0A3B	1
tr|A0A3D3YZX6|A0A3D	3
tr|A0A3Q8YNZ3|A0A3Q	8
tr|A0A4S4NFU4|A0A4S	3
tr|A0A512ARE6|A0A51	1
tr|A0A6I4U9J9|A0A6I	3
tr|A0A7G9L3Z2|A0A7G	2
tr|A0A7S9YUT8|A0A7S	3
tr|A0A7X8XTG6|A0A7X	5
tr|A0A7Y4FIK3|A0A7Y	24
tr|A0A942ITH0|A0A94	4
tr|A0A951SFZ2|A0A95	1
tr|A0A972V649|A0A97	1
tr|Q11ZG0|Q11ZG0_PO	3
tr|V4PCZ4|V4PCZ4_9C	3
tr|A0A8T8D9E0|A0A8T	3
tr|A0A060DSE0|A0A06	6
tr|A0A0K2ZQB2|A0A0K	68
tr|A0A0R3BHQ8|A0A0R	3
tr|A0A151FHU0|A0A15	10
tr|A0A157R144|A0A15	15
tr|A0A1G7NDT1|A0A1G	42
tr|A0A1H1SZN5|A0A1H	10
tr|A0A1H2PVT7|A0A1H	2
tr|A0A1I3STI9|A0A1I	2
tr|A0A239LGL2|A0A23	2
tr|A0A239M3F8|A0A23	1
tr|A0A242MKE9|A0A24	45
tr|A0A286BQ87|A0A28	23
tr|A0A2E8E268|A0A2E	2
tr|A0A2H6BE66|A0A2H	10
tr|A0A2N0HRI3|A0A2N	9
tr|A0A2N7VKT2|A0A2N	9
tr|A0A2T7U3N5|A0A2T	9
tr|A0A2V9A8V3|A0A2V	5
tr|A0A2V9U3Q7|A0A2V	3
tr|A0A366W042|A0A36	2
tr|A0A3C1CHL0|A0A3C	2
tr|A0A3D1A1X5|A0A3D	3
tr|A0A3M1KH91|A0A3M	1
tr|A0A3N9V3V1|A0A3N	1
tr|A0A4Q1C767|A0A4Q	3
tr|A0A4Q2XDG0|A0A4Q	1
tr|A0A512SWM4|A0A51	16
tr|A0A532CAX1|A0A53	28
tr|A0A538GFD4|A0A53	4
tr|A0A538IJ41|A0A53	2
tr|A0A538KH44|A0A53	1
tr|A0A5B8S668|A0A5B	2
tr|A0A5C8KJE0|A0A5C	10
tr|A0A5M6INQ9|A0A5M	1
tr|A0A5P2C9N5|A0A5P	6
tr|A0A6I2JSN5|A0A6I	1
tr|A0A6I3FL39|A0A6I	1
tr|A0A6M3WAS9|A0A6M	5
tr|A0A7C5GEH9|A0A7C	2
tr|A0A7C7ZJV7|A0A7C	5
tr|A0A7V9SK08|A0A7V	5
tr|A0A7W4Z0J0|A0A7W	27
tr|A0A7X7GQI5|A0A7X	1
tr|A0A847A345|A0A84	4
tr|A0A8E2KUX0|A0A8E	2
tr|A0A8J3FBH8|A0A8J	2
tr|A0A936C425|A0A93	1
tr|A0A957TEQ0|A0A95	2
tr|A0A971QI61|A0A97	1
tr|A0A975MZY7|A0A97	2
tr|E2CKQ8|E2CKQ8_9H	1
tr|F8J825|F8J825_HY	1
tr|G2GYK7|G2GYK7_9E	18
tr|A0A062U0D3|A0A06	2
tr|A0A0B5FC85|A0A0B	35
tr|A0A0Q5EV60|A0A0Q	1
tr|A0A0S2DTI4|A0A0S	28
tr|A0A165NDM6|A0A16	8
tr|A0A1D9HAC2|A0A1D	1
tr|A0A1F3BW75|A0A1F	2
tr|A0A1I3CFP6|A0A1I	2
tr|A0A1J5RXY4|A0A1J	2
tr|A0A2A4MTG3|A0A2A	1
tr|A0A2S3UMH8|A0A2S	9
tr|A0A317PLK9|A0A31	10
tr|A0A348G3M7|A0A34	11
tr|A0A396RP68|A0A39	3
tr|A0A3E0WKT3|A0A3E	4
tr|A0A4V6RF40|A0A4V	1
tr|A0A518RJK5|A0A51	2
tr|A0A539DFE1|A0A53	3
tr|A0A7L8S699|A0A7L	57
tr|A0A7W6HL17|A0A7W	82
tr|A0A844W7U2|A0A84	1
tr|A0A849EU06|A0A84	1
tr|A0A928Y1K8|A0A92	2
tr|A0A961URT6|A0A96	1
tr|A0A1L6I8E6|A0A1L	3
tr|A0A1Q7KAT1|A0A1Q	4
tr|A0A133KKC4|A0A13	6
tr|A0A139WR20|A0A13	7
tr|A0A157Z374|A0A15	5
tr|A0A1B6AKL5|A0A1B	1
tr|A0A1G6RDD7|A0A1G	4
tr|A0A1H1KDF7|A0A1H	4
tr|A0A1X7HLA2|A0A1X	2
tr|A0A239IM32|A0A23	3
tr|A0A2N1REF5|A0A2N	11
tr|A0A2N2QP98|A0A2N	11
tr|A0A2U2HJ71|A0A2U	2
tr|A0A2V6ZSN3|A0A2V	1
tr|A0A2V7G530|A0A2V	3
tr|A0A316H8K7|A0A31	1
tr|A0A3S4VKZ4|A0A3S	36
tr|A0A430FLY5|A0A43	28
tr|A0A4P6FR60|A0A4P	2
tr|A0A4Q1CXH2|A0A4Q	1
tr|A0A4Q3LRE7|A0A4Q	27
tr|A0A4V3WDW1|A0A4V	1
tr|A0A4Z0ETP4|A0A4Z	2
tr|A0A523K109|A0A52	2
tr|A0A532EIW6|A0A53	2
tr|A0A5J5E3U7|A0A5J	31
tr|A0A646KWV8|A0A64	5
tr|A0A6B2DYI9|A0A6B	4
tr|A0A6I6GV34|A0A6I	1
tr|A0A6N6PWS4|A0A6N	37
tr|A0A7C3D5R8|A0A7C	1
tr|A0A7I8ESS3|A0A7I	3
tr|A0A7V1U6I5|A0A7V	12
tr|A0A7X3AFW2|A0A7X	22
tr|A0A840ZHT9|A0A84	17
tr|A0A8J3S0D5|A0A8J	5
tr|A0A931L0E6|A0A93	3
tr|A0A934DI46|A0A93	1
tr|A0A940PP11|A0A94	2
tr|A0A949SP39|A0A94	1
tr|A0A956LJ43|A0A95	2
tr|A0A956YT38|A0A95	2
tr|A0A961SI33|A0A96	1
tr|A0A961WD38|A0A96	1
tr|L7PIX2|L7PIX2_9A	2
tr|W9B6K4|W9B6K4_MY	1
tr|A0A0P0NYA0|A0A0P	1
tr|A0A0P1EQ91|A0A0P	1
tr|A0A1B2A9L6|A0A1B	1
tr|A0A1G7LVD1|A0A1G	1
tr|A0A1H4UE34|A0A1H	11
tr|A0A1P8MR49|A0A1P	1
tr|A0A1Q9AW30|A0A1Q	17
tr|A0A2D2AUZ1|A0A2D	1
tr|A0A2R8BHY8|A0A2R	2
tr|A0A3M1K096|A0A3M	1
tr|A0A3M4W2R4|A0A3M	31
tr|A0A3N7RMG6|A0A3N	6
tr|A0A3S8U2G5|A0A3S	1
tr|A0A4U0GME9|A0A4U	1
tr|A0A553GVV6|A0A55	1
tr|A0A7Y6TZB3|A0A7Y	1
tr|A0A841GP57|A0A84	2
tr|A0A936BLR0|A0A93	4
tr|A0A941T9X0|A0A94	2
tr|A0A952ABZ8|A0A95	1
tr|A0A972LN34|A0A97	1
tr|A0A975G3Y6|A0A97	1
tr|B1Y1W7|B1Y1W7_LE	1
tr|D0LSA4|D0LSA4_HA	1
tr|Q2RT10|Q2RT10_RH	1
tr|A0A1E1VC94|A0A1E	7
tr|A0A2X3KN81|A0A2X	1
tr|A0A0C4YIA2|A0A0C	1
tr|A0A1F1V8A3|A0A1F	7
tr|A0A286GBQ9|A0A28	70
tr|A0A2D8TUN2|A0A2D	16
tr|A0A2E3GXM6|A0A2E	2
tr|A0A2E9ZY04|A0A2E	8
tr|A0A2M8J4J9|A0A2M	1
tr|A0A2N9NUJ0|A0A2N	7
tr|A0A2T3GDH6|A0A2T	13
tr|A0A350BNU3|A0A35	2
tr|A0A367HL64|A0A36	3
tr|A0A380T8Z3|A0A38	1
tr|A0A399XK74|A0A39	2
tr|A0A3A1UY71|A0A3A	25
tr|A0A3C0EGU2|A0A3C	1
tr|A0A3D0ZAI4|A0A3D	1
tr|A0A3E0QPM9|A0A3E	1
tr|A0A3N9UWS6|A0A3N	1
tr|A0A428YBD2|A0A42	3
tr|A0A4S4FL51|A0A4S	88
tr|A0A4V5N0V8|A0A4V	1
tr|A0A512P8Y6|A0A51	15
tr|A0A523CGB8|A0A52	8
tr|A0A535BTS8|A0A53	14
tr|A0A537PCY8|A0A53	1
tr|A0A538LT75|A0A53	1
tr|A0A542ZKM2|A0A54	2
tr|A0A5R9GAU0|A0A5R	1
tr|A0A6B3UQG1|A0A6B	1
tr|A0A6H9YL82|A0A6H	17
tr|A0A6I3E001|A0A6I	11
tr|A0A7V0IUG6|A0A7V	3
tr|A0A7X6JA60|A0A7X	5
tr|A0A7Z9UAF6|A0A7Z	7
tr|A0A918C3G4|A0A91	4
tr|A0A951EXN0|A0A95	4
tr|A0A961INH1|A0A96	16
tr|A0A968GX47|A0A96	1
tr|A0A968VR37|A0A96	7
tr|B2FJW2|B2FJW2_ST	2
tr|F8GGV7|F8GGV7_NI	1
tr|I4EIH2|I4EIH2_9C	2
tr|J1HDG1|J1HDG1_9A	1
tr|A0A0F5LDC8|A0A0F	2
tr|A0A0F9IIX0|A0A0F	13
tr|A0A0H3AE22|A0A0H	48
tr|A0A127CFK1|A0A12	5
tr|A0A127SD29|A0A12	2
tr|A0A192A5I8|A0A19	9
tr|A0A1B6ZEU7|A0A1B	2
tr|A0A1S7U853|A0A1S	13
tr|A0A240AQY2|A0A24	202
tr|A0A2E6QMR8|A0A2E	1
tr|A0A2G1MK56|A0A2G	3
tr|A0A2M8J7B3|A0A2M	2
tr|A0A2M9PD26|A0A2M	1
tr|A0A2S9Q5Y7|A0A2S	16
tr|A0A2W5HCM6|A0A2W	3
tr|A0A349MG43|A0A34	1
tr|A0A3S0EJF1|A0A3S	4
tr|A0A429Z2U0|A0A42	2
tr|A0A4R0PF53|A0A4R	2
tr|A0A5K7ZB32|A0A5K	2
tr|A0A7D5D8P5|A0A7D	1
tr|A0A7G7X6J9|A0A7G	1
tr|A0A833HC96|A0A83	8
tr|I0IPT9|I0IPT9_LE	7
tr|A0A0L6JW54|A0A0L	1
tr|A0A2V7S775|A0A2V	7
tr|A0A0F8ZRZ3|A0A0F	2
tr|A0A1F8SE76|A0A1F	10
tr|A0A1H8VVK0|A0A1H	1
tr|A0A1I5WSV9|A0A1I	1
tr|A0A1J5SGI6|A0A1J	2
tr|A0A1M7TX32|A0A1M	1
tr|A0A1Q7HY69|A0A1Q	21
tr|A0A2A5B8W6|A0A2A	8
tr|A0A2A5FHX7|A0A2A	1
tr|A0A2E1Y967|A0A2E	3
tr|A0A2E7QGC5|A0A2E	3
tr|A0A2E7QL19|A0A2E	3
tr|A0A2E9R3W9|A0A2E	2
tr|A0A2V6R353|A0A2V	2
tr|A0A2V7U696|A0A2V	2
tr|A0A2V8DDG6|A0A2V	1
tr|A0A2W4IAQ5|A0A2W	30
tr|A0A316B1N4|A0A31	59
tr|A0A3M4VIG6|A0A3M	3
tr|A0A4Q1S9X7|A0A4Q	1
tr|A0A4Y5SS72|A0A4Y	1
tr|A0A519QB54|A0A51	2
tr|A0A538JN56|A0A53	6
tr|A0A5B1CLP9|A0A5B	1
tr|A0A5C7KCC7|A0A5C	1
tr|A0A5Q4F587|A0A5Q	1
tr|A0A661DFC9|A0A66	2
tr|A0A6I1EMM4|A0A6I	2
tr|A0A6L6ABB9|A0A6L	1
tr|A0A7C1EWZ5|A0A7C	2
tr|A0A7C1F4P9|A0A7C	1
tr|A0A7C3FJC8|A0A7C	1
tr|A0A7V1E7P2|A0A7V	1
tr|A0A7W7RF60|A0A7W	2
tr|A0A7Y5QFG9|A0A7Y	1
tr|A0A7Z0DSM1|A0A7Z	1
tr|A0A832HTA3|A0A83	1
tr|A0A840EUB6|A0A84	2
tr|A0A917XFJ1|A0A91	1
tr|A0A925EV18|A0A92	1
tr|A0A936JKW0|A0A93	3
tr|A0A936V8D0|A0A93	1
tr|A0A938KZ61|A0A93	2
tr|A0A940J4H5|A0A94	2
tr|A0A949HU97|A0A94	1
tr|A0A954TA73|A0A95	2
tr|A0A957QGR8|A0A95	2
tr|A0A961T7T9|A0A96	2
tr|A0A964JBW6|A0A96	2
tr|A0A970HKD0|A0A97	1
tr|A0A973NV84|A0A97	4
tr|D4E1H7|D4E1H7_SE	1
tr|U5QKE5|U5QKE5_9C	5
tr|V5C1B3|V5C1B3_9G	2
tr|W0RSK8|W0RSK8_9B	4
tr|B5EV73|B5EV73_AL	34
tr|A0A0F7PJ75|A0A0F	3
tr|A0A1F8X0Q0|A0A1F	8
tr|A0A1G2VYX3|A0A1G	3
tr|A0A1H9X5C0|A0A1H	18
tr|A0A1I5KQV7|A0A1I	1
tr|A0A1L5P9Z8|A0A1L	47
tr|A0A258IY41|A0A25	5
tr|A0A286I0H4|A0A28	6
tr|A0A2A5EMR4|A0A2A	2
tr|A0A2D6TQK9|A0A2D	1
tr|A0A2U2DFJ2|A0A2U	2
tr|A0A346A1G9|A0A34	6
tr|A0A355C6L4|A0A35	1
tr|A0A395JKK0|A0A39	1
tr|A0A3G3L9W6|A0A3G	8
tr|A0A5D0V8K9|A0A5D	1
tr|A0A5R9NZ36|A0A5R	1
tr|A0A5S9HL17|A0A5S	2
tr|A0A7T0RH99|A0A7T	1
tr|A0A850PEB3|A0A85	1
tr|A0A8B3MV30|A0A8B	2
tr|A0A8J3DM72|A0A8J	3
tr|A0A931VL43|A0A93	2
tr|A0A961SDN8|A0A96	3
tr|A0A968WNR5|A0A96	2
tr|E2G6R3|E2G6R3_9G	2
tr|A0A256WUL5|A0A25	4
tr|A0A2T6NKE3|A0A2T	2
tr|X1PJG1|X1PJG1_9Z	2
tr|A0A0A1PV03|A0A0A	5
tr|A0A120KZ38|A0A12	1
tr|A0A172ZFQ9|A0A17	3
tr|A0A177ML39|A0A17	3
tr|A0A1B2ERI9|A0A1B	36
tr|A0A1C0ZWA7|A0A1C	42
tr|A0A1E7WVL8|A0A1E	7
tr|A0A1H5DSM3|A0A1H	3
tr|A0A1K1MSP9|A0A1K	8
tr|A0A1T5ETV1|A0A1T	1
tr|A0A1V5JJL8|A0A1V	3
tr|A0A1V9UTQ5|A0A1V	82
tr|A0A2G5IL36|A0A2G	1
tr|A0A2H3KRR7|A0A2H	1
tr|A0A2J6X313|A0A2J	3
tr|A0A2N1UX85|A0A2N	1
tr|A0A2S7IJ57|A0A2S	1
tr|A0A2T3GGX6|A0A2T	2
tr|A0A2U2MQX4|A0A2U	2
tr|A0A2U8WMZ3|A0A2U	1
tr|A0A2V7SU99|A0A2V	1
tr|A0A2V8HYF8|A0A2V	1
tr|A0A2W4SM70|A0A2W	1
tr|A0A2W4SXN5|A0A2W	1
tr|A0A329XTZ3|A0A32	1
tr|A0A3D5A6S8|A0A3D	1
tr|A0A3E1E786|A0A3E	1
tr|A0A3N5YZ50|A0A3N	3
tr|A0A4Y4DNB5|A0A4Y	1
tr|A0A4Y8S757|A0A4Y	7
tr|A0A538TRV6|A0A53	1
tr|A0A654E1V1|A0A65	1
tr|A0A6P2CYV1|A0A6P	10
tr|A0A7C1H282|A0A7C	1
tr|A0A7C3RX62|A0A7C	3
tr|A0A7K3VLG9|A0A7K	1
tr|A0A7W3W5K4|A0A7W	6
tr|A0A7W9ZHL5|A0A7W	1
tr|A0A849ICD0|A0A84	1
tr|A0A931BA94|A0A93	4
tr|A0A934FHH1|A0A93	9
tr|A0A941RN10|A0A94	1
tr|A0A944W1B7|A0A94	4
tr|A0A965FZG7|A0A96	10
tr|A0A969EUJ8|A0A96	1
tr|A0A976C6I2|A0A97	5
tr|A5UY27|A5UY27_RO	1
tr|D7AZ94|D7AZ94_NO	1
tr|W8ZMF3|W8ZMF3_9B	5
tr|A0A0D6PLC8|A0A0D	3
tr|A0A0M6ZL72|A0A0M	1
tr|A0A0N1MFS1|A0A0N	8
tr|A0A1B6YMX8|A0A1B	2
tr|A0A1H3A7F4|A0A1H	1
tr|A0A1M4TX82|A0A1M	2
tr|A0A2A4S5A1|A0A2A	1
tr|A0A2C9CNE2|A0A2C	3
tr|A0A2D9CM56|A0A2D	3
tr|A0A2E3PV24|A0A2E	3
tr|A0A2N6AWV7|A0A2N	1
tr|A0A2U8X987|A0A2U	29
tr|A0A399IX77|A0A39	3
tr|A0A3B0SHH8|A0A3B	3
tr|A0A3B9YUG3|A0A3B	1
tr|A0A3L7JFP4|A0A3L	3
tr|A0A420WFI9|A0A42	1
tr|A0A527U241|A0A52	2
tr|A0A5A9ENH9|A0A5A	1
tr|A0A6I4DVZ9|A0A6I	12
tr|A0A6L3AS58|A0A6L	1
tr|A0A6L7GA67|A0A6L	1
tr|A0A6N8DLX0|A0A6N	1
tr|A0A6N9TQS6|A0A6N	6
tr|A0A7C3GIB5|A0A7C	3
tr|A0A7W6S233|A0A7W	1
tr|A0A918UQ77|A0A91	1
tr|A0A931LXF9|A0A93	1
tr|A0A945KMP6|A0A94	3
tr|A0A945QJ53|A0A94	1
tr|A0A961J8A1|A0A96	1
tr|A0A962ETV1|A0A96	1
tr|A0A085F035|A0A08	3
tr|A0A087DH35|A0A08	4
tr|A0A0K8P6P0|A0A0K	5
tr|A0A1F9PRA3|A0A1F	3
tr|A0A1I4M6R1|A0A1I	1
tr|A0A1I4TPW0|A0A1I	1
tr|A0A1Q4VT58|A0A1Q	2
tr|A0A1W9GDA3|A0A1W	2
tr|A0A255YWT0|A0A25	1
tr|A0A2N1UQU6|A0A2N	2
tr|A0A2U8FP81|A0A2U	4
tr|A0A2V8MZV8|A0A2V	1
tr|A0A2V8P0G7|A0A2V	3
tr|A0A2W7QHI7|A0A2W	4
tr|A0A315BH91|A0A31	3
tr|A0A370KA21|A0A37	5
tr|A0A399XL60|A0A39	2
tr|A0A3S1ALI3|A0A3S	3
tr|A0A401Y0K9|A0A40	5
tr|A0A424L7X7|A0A42	5
tr|A0A426VDK9|A0A42	1
tr|A0A4Q2XH71|A0A4Q	1
tr|A0A4Q7Z0K6|A0A4Q	1
tr|A0A535DWV8|A0A53	1
