Entry	Seq_count
tr|A0A1Q9A6B3|A0A1Q	1
tr|A0A1X0T6X8|A0A1X	4
tr|A0A1Y5S9W2|A0A1Y	1
tr|A0A2E2E2M4|A0A2E	1
tr|A0A2G2M0C4|A0A2G	1
tr|A0A2N7L665|A0A2N	1
tr|A0A2N7U4D0|A0A2N	2
tr|A0A410VJJ8|A0A41	5
tr|A0A420CZ83|A0A42	1
tr|A0A431KNL3|A0A43	1
tr|A0A4Q9GP22|A0A4Q	1
tr|A0A4Y8P6I6|A0A4Y	1
tr|A0A5C5TDU8|A0A5C	2
tr|A0A5C8W1A1|A0A5C	5
tr|A0A7V5QBB7|A0A7V	1
tr|A0A7X5QNF9|A0A7X	32
tr|A0A7Y8SQP4|A0A7Y	1
tr|A0A833H9B1|A0A83	3
tr|A0A844XRV3|A0A84	7
tr|A0A8I0C8N8|A0A8I	1
tr|A0A8T7JBW3|A0A8T	2
tr|A0A931N187|A0A93	6
tr|A0A936B848|A0A93	1
tr|A0A961TUS0|A0A96	2
tr|B9Z4Y3|B9Z4Y3_9N	1
tr|E6W1G5|E6W1G5_DE	1
tr|H8L4L0|H8L4L0_FR	1
tr|Q28MF2|Q28MF2_JA	1
tr|A0A081BFF9|A0A08	1
tr|A0A0D5M1P9|A0A0D	1
tr|A0A0F9RRT3|A0A0F	3
tr|A0A0M6ZSP1|A0A0M	2
tr|A0A0N7GZS1|A0A0N	2
tr|A0A1G7YZG4|A0A1G	4
tr|A0A1W0CCI5|A0A1W	1
tr|A0A1X7CKX0|A0A1X	1
tr|A0A1Y0YAQ7|A0A1Y	4
tr|A0A2A4UGR8|A0A2A	2
tr|A0A2E2IGG0|A0A2E	2
tr|A0A2N7X9T3|A0A2N	2
tr|A0A2S7F1P6|A0A2S	1
tr|A0A2T1AAS8|A0A2T	1
tr|A0A2T6N5S4|A0A2T	3
tr|A0A353X7J6|A0A35	3
tr|A0A366J6J3|A0A36	2
tr|A0A482ZPL5|A0A48	2
tr|A0A4R2P9B1|A0A4R	1
tr|A0A4R5PIN6|A0A4R	1
tr|A0A4R7PAN5|A0A4R	1
tr|A0A5A9GPK3|A0A5A	1
tr|A0A7C6F0F1|A0A7C	1
tr|A0A7Y1SLS0|A0A7Y	1
tr|A0A7Y4T5M6|A0A7Y	2
tr|A0A917BMB3|A0A91	1
tr|A0A936LG62|A0A93	1
tr|A1TTR7|A1TTR7_AC	3
tr|B8EP77|B8EP77_ME	1
tr|B8IHS1|B8IHS1_ME	2
tr|A0A0B6S063|A0A0B	11
tr|A0A178MJL8|A0A17	4
tr|A0A1I7EAT5|A0A1I	4
tr|A0A1N6GUY7|A0A1N	3
tr|A0A1Y1SFQ6|A0A1Y	1
tr|A0A261UZ32|A0A26	1
tr|A0A2X5EQT1|A0A2X	10
tr|A0A358MH23|A0A35	1
tr|A0A3D1B4Z0|A0A3D	6
tr|A0A4Q2RK57|A0A4Q	3
tr|A0A4Q3WE48|A0A4Q	2
tr|A0A562PN33|A0A56	1
tr|A0A5C7KEI1|A0A5C	3
tr|A0A6N8SA64|A0A6N	12
tr|A0A7C9QSP9|A0A7C	2
tr|A0A7W6EII1|A0A7W	1
tr|A0A7Y4SI83|A0A7Y	1
tr|A0A8I1NQU1|A0A8I	1
tr|A0A916A4B0|A0A91	1
tr|A0A918NX61|A0A91	1
tr|A0A941DIZ2|A0A94	1
tr|G4ME28|G4ME28_9B	1
tr|K9H543|K9H543_9P	2
tr|V4NXH8|V4NXH8_9C	1
tr|W0HR21|W0HR21_9G	4
tr|A0A084UDE1|A0A08	2
tr|A0A086WMS2|A0A08	25
tr|A0A0C1ZI12|A0A0C	14
tr|A0A0H5BDV3|A0A0H	5
tr|A0A160FRC9|A0A16	6
tr|A0A1B1NSF5|A0A1B	11
tr|A0A1B3E458|A0A1B	1
tr|A0A1B6Z8W7|A0A1B	2
tr|A0A1I3XNX6|A0A1I	71
tr|A0A1R3TM16|A0A1R	4
tr|A0A1T4JVH7|A0A1T	4
tr|A0A254R4P5|A0A25	1
tr|A0A285NGK1|A0A28	1
tr|A0A2C9EP54|A0A2C	3
tr|A0A2E1XHD4|A0A2E	1
tr|A0A2S9IT03|A0A2S	1
tr|A0A3R1AUV4|A0A3R	11
tr|A0A430EGF0|A0A43	7
tr|A0A4S4AUJ5|A0A4S	1
tr|A0A560GUG5|A0A56	1
tr|A0A6L9FMH1|A0A6L	2
tr|A0A7L5XYW6|A0A7L	1
tr|A0A7Y4TCA6|A0A7Y	1
tr|A0A845UYV8|A0A84	1
tr|A0A8B2NSC2|A0A8B	1
tr|A0A932P730|A0A93	1
tr|A0A961YPB7|A0A96	1
tr|E0MS06|E0MS06_9H	1
tr|E2CKB3|E2CKB3_9H	1
tr|A0A0X1T6N0|A0A0X	2
tr|A0A167HEX6|A0A16	6
tr|A0A1B9SLP8|A0A1B	3
tr|A0A1C3XKA8|A0A1C	5
tr|A0A1F3A3M8|A0A1F	1
tr|A0A1H9GEK4|A0A1H	1
tr|A0A1V2K5K8|A0A1V	3
tr|A0A2A4Z8I0|A0A2A	2
tr|A0A2A5BSH0|A0A2A	2
tr|A0A419R5J1|A0A41	2
tr|A0A4P8J148|A0A4P	1
tr|A0A5B9DJF7|A0A5B	1
tr|A0A839LIB9|A0A83	1
tr|A0A844YUP4|A0A84	1
tr|A0A8X8SRY3|A0A8X	1
tr|A0A916TLW9|A0A91	1
tr|A0A940JCA4|A0A94	2
tr|A0A961V5X5|A0A96	1
tr|A0A972V444|A0A97	1
tr|A9HQR0|A9HQR0_GL	1
tr|E6VQ14|E6VQ14_RH	1
tr|A0A0E1RZG6|A0A0E	27
tr|A0A0G8B2W7|A0A0G	26
tr|A0A0T9NGC0|A0A0T	2
tr|A0A1K1RPX9|A0A1K	1
tr|A0A1M4N4I2|A0A1M	1
tr|A0A1N7AMF3|A0A1N	2
tr|A0A1Q4FIM5|A0A1Q	1
tr|A0A1Q8TA16|A0A1Q	3
tr|A0A1X1ETS2|A0A1X	2
tr|A0A228H426|A0A22	6
tr|A0A239LH86|A0A23	6
tr|A0A2G8TI86|A0A2G	2
tr|A0A2P9HJK1|A0A2P	1
tr|A0A2S9I447|A0A2S	2
tr|A0A2T3D2A3|A0A2T	3
tr|A0A2W5FNL5|A0A2W	1
tr|A0A369T8Q2|A0A36	1
tr|A0A3L6LV78|A0A3L	1
tr|A0A3M0C5B9|A0A3M	1
tr|A0A3M0CKX5|A0A3M	1
tr|A0A429VBT5|A0A42	1
tr|A0A4R2PLB1|A0A4R	1
tr|A0A7C8HT41|A0A7C	1
tr|A0A7W3WEF0|A0A7W	1
tr|A0A7Y4WRD5|A0A7Y	2
tr|A0A7Y8VGC5|A0A7Y	1
tr|A0A840BT09|A0A84	1
tr|A0A950USZ3|A0A95	1
tr|A0A962K2G6|A0A96	2
tr|A0A963QRJ1|A0A96	1
tr|G3XD77|G3XD77_PS	17
tr|A0A0A7JPB2|A0A0A	105
tr|A0A0B6S214|A0A0B	14
tr|A0A0B6S573|A0A0B	1
tr|A0A0S9LHL0|A0A0S	1
tr|A0A126V0T3|A0A12	2
tr|A0A178N1H4|A0A17	2
tr|A0A1I3NWF4|A0A1I	2
tr|A0A1M3M576|A0A1M	6
tr|A0A1X7FKE6|A0A1X	2
tr|A0A238JA35|A0A23	1
tr|A0A2G3JY70|A0A2G	1
tr|A0A2I0F9K9|A0A2I	1
tr|A0A366DX95|A0A36	2
tr|A0A381KQ57|A0A38	1
tr|A0A399RF80|A0A39	1
tr|A0A3E0UEH7|A0A3E	1
tr|A0A426FSE8|A0A42	2
tr|A0A447KNX7|A0A44	15
tr|A0A4Y8RFQ8|A0A4Y	1
tr|A0A545UFU1|A0A54	1
tr|A0A560DG59|A0A56	2
tr|A0A5C7P0F3|A0A5C	1
tr|A0A657LMV7|A0A65	1
tr|A0A6A7YHF3|A0A6A	5
tr|A0A6N8ZJT3|A0A6N	4
tr|A0A840RS64|A0A84	1
tr|A0A8I0JB67|A0A8I	1
tr|A0A917BNF3|A0A91	1
tr|A0A961LHS1|A0A96	1
tr|J2EEP4|J2EEP4_PS	1
tr|A0A0D8CQ43|A0A0D	1
tr|A0A0F5LUZ6|A0A0F	5
tr|A0A0M0EHU0|A0A0M	8
tr|A0A0Q4P094|A0A0Q	1
tr|A0A0S9LHN2|A0A0S	1
tr|A0A109LYC3|A0A10	5
tr|A0A1G5JF07|A0A1G	1
tr|A0A2A5FWB4|A0A2A	1
tr|A0A2D6DJQ1|A0A2D	1
tr|A0A348HFG2|A0A34	5
tr|A0A3E0U1F9|A0A3E	3
tr|A0A4V3H784|A0A4V	1
tr|A0A5A7MY08|A0A5A	3
tr|A0A5B0W8G0|A0A5B	2
tr|A0A7U4P820|A0A7U	4
tr|A0A845QCN5|A0A84	2
tr|A0A8J3GI42|A0A8J	1
tr|A0A8X8T009|A0A8X	2
tr|A0A929IMY0|A0A92	1
tr|A0A239ENC1|A0A23	1
tr|A0A2A4FJY3|A0A2A	1
tr|A0A2N0XNE1|A0A2N	2
tr|A0A317E6S9|A0A31	1
tr|A0A348HEP9|A0A34	1
tr|A0A7W9ZEU2|A0A7W	1
tr|A0A853IA92|A0A85	1
tr|A0A8I0BHH6|A0A8I	5
tr|C5ANM9|C5ANM9_BU	1
tr|A0A0D6T7L3|A0A0D	1
tr|A0A0F7PQQ8|A0A0F	1
tr|A0A0Q6VWR3|A0A0Q	1
tr|A0A178MV58|A0A17	1
tr|A0A1H8LHK3|A0A1H	1
tr|A0A1S7S9F4|A0A1S	3
tr|A0A1Y6KEN3|A0A1Y	1
tr|A0A2N7TQG8|A0A2N	1
tr|A0A348HCV2|A0A34	4
tr|A0A420WJG3|A0A42	1
tr|A0A561PZE6|A0A56	1
tr|A0A5B9FFG2|A0A5B	1
tr|A0A5C7KF08|A0A5C	4
tr|A0A7U3Z179|A0A7U	1
tr|Q19U14|Q19U14_AZ	1
tr|A0A1H2MLG3|A0A1H	4
tr|A0A1V2AK89|A0A1V	1
tr|A0A240A972|A0A24	1
tr|A0A3M0CTJ3|A0A3M	1
tr|A0A431KNF3|A0A43	1
tr|A0A521W8G0|A0A52	1
tr|A0A6A7YJH7|A0A6A	4
tr|A0A958GQZ0|A0A95	1
tr|A0A1G9Z7A1|A0A1G	2
tr|A0A2S7X1G5|A0A2S	1
tr|A0A3L7J3S5|A0A3L	1
tr|A0A420CEY9|A0A42	1
tr|A0A515ESX6|A0A51	1
tr|A0A1L9BM79|A0A1L	1
tr|A0A1L9P269|A0A1L	1
tr|A0A924WY94|A0A92	1
tr|W4HF72|W4HF72_9R	1
tr|A0A084D7S2|A0A08	2
tr|A0A1W2C742|A0A1W	1
tr|A0A2Y9TY05|A0A2Y	3
tr|A0A3N1PBG0|A0A3N	1
tr|A0A899NNM2|A0A89	1
tr|A0A934SWZ3|A0A93	1
tr|A0A940YQ26|A0A94	1
tr|A0A948MZW2|A0A94	1
tr|A0A961KGB1|A0A96	1
tr|K2J916|K2J916_9R	1
